year,month,day,weather-event,tempC-high,tempC-avg,tempC-low,dewpoint-high,dewpoint-avg,dewpoint-low,humidity-perc-high,humidity-perc-avg,humidity-perc-low,sealevelpress-high,sealevelpress-avg,sealevelpress-low,visibilty-km-high,visibilty-km-avg,visibilty-km-low,wind-km-h-high,wind-km-h-avg,precipitation-mm-high,precipitation-mm-sum
2016,1,1,"Rain , Thunderstorm",30,26,21,22,21,20,100,84,55,1016,1014,1012,10,10,8,21,10,-,0.00
2016,1,2,"Rain , Thunderstorm",28,24,22,23,21,20,100,87,66,1017,1015,1013,10,9,3,24,10,45,0.00
2016,1,3,Rain,26,23,22,22,20,19,89,82,69,1017,1015,1013,10,10,8,26,14,-,0.00
2016,1,4,,28,24,20,19,18,17,83,70,54,1017,1016,1013,10,10,10,32,19,-,0.00
2016,1,5,,31,24,19,19,17,14,83,61,35,1020,1017,1014,10,10,10,29,16,-,0.00
2016,1,6,,31,24,19,18,17,14,94,63,35,1017,1015,1012,10,10,10,26,18,-,0.00
2016,1,7,Thunderstorm,33,27,20,19,17,14,83,57,31,1015,1013,1010,10,10,10,21,14,-,0.00
2016,1,8,"Rain , Thunderstorm",33,27,21,21,18,17,83,62,40,1015,1012,1010,10,10,10,26,14,-,0.00
2016,1,9,"Rain , Thunderstorm",30,26,22,22,21,19,100,79,51,1017,1015,1014,10,10,4,27,16,50,0.00
2016,1,10,Rain,27,24,22,24,22,19,100,90,61,1017,1015,1012,10,9,2,32,14,-,0.00
2016,1,11,Rain,24,22,21,23,22,21,100,97,89,1016,1014,1011,10,8,4,24,16,-,0.00
2016,1,12,Rain,23,22,21,23,22,21,100,100,100,1013,1012,1010,10,5,2,23,14,-,0.00
2016,1,13,"Rain , Thunderstorm",28,24,22,23,22,21,100,87,70,1012,1010,1009,10,10,10,16,13,-,0.00
2016,1,14,"Rain , Thunderstorm",29,26,22,23,22,20,100,92,58,1012,1011,1010,10,8,2,27,11,-,0.00
2016,1,15,"Rain , Thunderstorm",24,22,21,24,21,2,100,92,27,1013,1011,1009,10,6,1,23,13,-,0.00
2016,1,16,,27,23,19,19,17,14,88,70,51,1014,1012,1011,10,10,10,34,23,-,0.00
2016,1,17,,28,22,17,16,14,13,82,64,42,1015,1014,1012,10,10,10,34,23,52,0.00
2016,1,18,,28,23,19,17,16,15,83,69,51,1016,1013,1012,10,10,10,39,24,-,0.00
2016,1,19,,26,22,19,17,16,14,78,69,57,1014,1013,1011,10,10,10,39,29,50,0.00
2016,1,20,,27,22,18,18,16,14,83,70,57,1015,1014,1012,10,10,10,37,27,-,0.00
2016,1,21,,28,23,19,16,14,12,83,60,37,1017,1015,1013,10,10,10,40,27,-,0.00
2016,1,22,,28,22,16,16,15,13,88,66,45,1018,1016,1014,10,10,10,35,23,-,0.00
2016,1,23,,31,24,18,19,16,15,83,64,40,1018,1016,1013,10,10,10,26,19,-,0.00
2016,1,24,,30,24,19,19,18,16,94,72,48,1017,1015,1013,10,10,9,19,14,-,0.00
2016,1,25,Thunderstorm,33,27,20,19,18,1,94,65,17,1018,1015,1012,10,10,10,27,11,48,0.00
2016,1,26,,33,27,21,21,19,17,94,66,40,1018,1014,1010,10,10,10,21,13,-,0.00
2016,1,27,"Rain , Thunderstorm",31,26,21,21,21,19,100,78,51,1017,1014,1012,10,9,1,27,11,-,0.00
2016,1,28,,30,26,21,21,21,19,100,79,51,1017,1016,1013,10,10,10,34,18,-,0.00
2016,1,29,"Rain , Thunderstorm",28,24,21,22,20,18,94,80,54,1019,1017,1016,10,9,4,27,13,48,0.00
2016,1,30,Rain,31,26,22,22,21,18,100,77,46,1020,1018,1016,10,9,3,26,10,-,0.00
2016,1,31,,33,27,21,21,16,10,94,57,24,1020,1018,1016,10,10,10,23,11,-,0.00
2016,2,1,,33,27,20,18,16,13,83,53,29,1021,1018,1016,10,10,10,23,11,-,0.00
2016,2,2,,35,28,22,20,18,13,88,59,26,1019,1016,1014,10,9,6,27,13,35,0.00
2016,2,3,,35,28,21,21,18,13,88,60,26,1017,1015,1012,10,10,9,29,19,47,0.00
2016,2,4,"Rain , Thunderstorm",31,26,22,21,19,18,88,69,46,1019,1016,1014,10,10,8,23,14,-,0.00
2016,2,5,"Rain , Thunderstorm",34,27,21,21,19,16,100,72,34,1020,1018,1016,10,9,2,37,13,53,0.00
2016,2,6,"Rain , Thunderstorm",29,24,21,22,21,20,100,86,58,1020,1019,1017,10,7,1,32,13,55,0.00
2016,2,7,"Rain , Thunderstorm",31,26,21,22,20,18,100,80,49,1020,1018,1014,10,8,3,27,13,-,0.00
2016,2,8,"Rain , Thunderstorm",31,26,20,21,20,18,100,77,46,1020,1019,1016,10,10,6,24,11,-,0.00
2016,2,9,,32,26,21,22,20,18,100,72,43,1021,1019,1016,10,10,10,19,10,-,0.00
2016,2,10,Thunderstorm,33,27,22,22,20,17,94,68,38,1019,1017,1015,10,10,10,16,10,-,0.00
2016,2,11,,31,26,22,22,21,20,94,76,52,1019,1016,1013,10,10,8,27,13,-,0.00
2016,2,12,,31,24,19,20,17,14,94,66,35,1017,1015,1013,10,10,10,29,18,-,0.00
2016,2,13,,32,26,19,20,18,16,88,66,40,1015,1014,1012,10,10,10,24,18,-,0.00
2016,2,14,,34,27,21,21,19,15,94,67,32,1015,1014,1011,10,9,6,21,14,-,0.00
2016,2,15,"Rain , Thunderstorm",32,26,20,22,20,18,100,75,46,1017,1015,1013,10,9,4,24,13,47,0.00
2016,2,16,"Rain , Thunderstorm",29,24,21,21,20,18,100,81,51,1019,1017,1015,10,10,10,23,10,-,0.00
2016,2,17,"Rain , Thunderstorm",31,26,21,22,20,2,100,82,25,1018,1016,1014,10,9,2,39,10,64,0.00
2016,2,18,Thunderstorm,31,26,21,22,21,19,100,79,49,1018,1016,1013,10,10,10,26,10,-,0.00
2016,2,19,"Rain , Thunderstorm",32,26,21,22,21,19,100,81,49,1018,1015,1013,10,9,2,34,11,58,0.00
2016,2,20,Thunderstorm,30,26,21,22,21,19,100,78,51,1017,1015,1013,10,10,10,23,10,-,0.00
2016,2,21,"Rain , Thunderstorm",26,23,20,22,21,19,100,93,69,1018,1016,1014,10,9,3,23,8,-,0.00
2016,2,22,Rain,26,23,20,23,21,20,100,91,69,1018,1016,1014,10,9,6,19,10,-,0.00
2016,2,23,Rain,25,23,21,21,19,2,100,83,24,1021,1019,1017,10,10,8,19,10,-,0.00
2016,2,24,"Rain , Thunderstorm",28,24,20,21,20,19,100,89,58,1019,1018,1016,10,8,1,34,10,53,0.00
2016,2,25,"Rain , Thunderstorm",30,25,20,21,19,16,100,76,43,1017,1015,1012,10,9,5,26,6,-,0.00
2016,2,26,"Rain , Thunderstorm",31,26,20,23,21,19,100,82,49,1017,1014,1012,10,9,2,21,10,-,0.00
2016,2,27,"Rain , Thunderstorm",27,23,21,22,21,20,100,87,70,1019,1016,1014,10,8,2,16,8,-,0.00
2016,2,28,"Rain , Thunderstorm",28,24,21,23,22,20,100,93,62,1020,1017,1015,10,8,1,32,11,47,0.00
2016,2,29,"Fog , Rain",25,22,19,22,19,16,100,84,61,1022,1019,1018,10,10,9,32,13,-,0.00
2016,3,1,Rain,21,19,17,20,18,17,100,97,88,1022,1020,1018,10,7,2,27,18,-,0.00
2016,3,2,"Rain , Thunderstorm",28,23,19,20,19,18,100,90,62,1020,1017,1015,10,9,1,37,16,74,0.00
2016,3,3,"Rain , Thunderstorm",25,22,19,22,21,19,100,93,78,1015,1013,1011,10,8,2,32,16,50,0.00
2016,3,4,"Rain , Thunderstorm",29,24,20,22,19,18,100,80,51,1014,1012,1010,10,10,9,23,16,-,0.00
2016,3,5,"Rain , Thunderstorm",30,24,19,21,19,17,100,76,48,1017,1015,1014,10,10,6,24,11,-,0.00
2016,3,6,"Rain , Thunderstorm",30,25,20,22,20,18,100,85,51,1019,1017,1015,10,9,3,35,10,55,0.00
2016,3,7,"Rain , Thunderstorm",32,26,20,22,20,19,100,81,46,1019,1017,1015,10,10,10,40,10,-,0.00
2016,3,8,Thunderstorm,31,26,20,21,20,18,100,79,46,1019,1017,1015,10,10,10,24,13,-,0.00
2016,3,9,,32,26,21,21,19,18,100,70,43,1017,1015,1013,10,10,9,23,14,-,0.00
2016,3,10,"Rain , Thunderstorm",27,23,21,24,21,2,100,90,25,1015,1013,1011,10,7,1,19,11,-,0.00
2016,3,11,"Rain , Thunderstorm",27,23,21,24,22,21,100,95,74,1015,1013,1011,10,7,2,32,16,-,0.00
2016,3,12,,29,24,21,22,19,15,100,78,48,1020,1017,1015,10,10,8,35,10,-,0.00
2016,3,13,,28,23,19,18,17,15,83,72,54,1022,1020,1019,10,10,10,32,24,-,0.00
2016,3,14,,30,24,19,20,18,17,88,74,51,1022,1021,1019,10,10,7,27,18,-,0.00
2016,3,15,"Rain , Thunderstorm",30,25,20,21,19,17,100,76,45,1024,1021,1019,10,9,1,34,18,-,0.00
2016,3,16,"Rain , Thunderstorm",28,24,20,21,19,18,100,81,54,1024,1022,1020,10,9,2,23,13,-,0.00
2016,3,17,Thunderstorm,30,25,20,19,18,16,94,71,45,1022,1020,1018,10,10,10,19,13,-,0.00
2016,3,18,,31,24,19,20,18,16,100,68,40,1021,1019,1017,10,9,6,23,14,-,0.00
2016,3,19,,31,26,20,19,17,11,94,64,29,1021,1019,1016,10,8,5,21,13,-,0.00
2016,3,20,,30,24,18,19,17,12,100,72,33,1020,1018,1016,10,9,8,24,14,-,0.00
2016,3,21,,32,26,20,20,18,16,94,66,38,1019,1018,1016,10,10,8,21,16,-,0.00
2016,3,22,"Rain , Thunderstorm",30,26,21,21,19,17,100,80,48,1019,1017,1015,10,9,5,35,13,-,0.00
2016,3,23,"Rain , Thunderstorm",30,24,19,21,19,18,100,81,48,1018,1016,1013,10,9,3,29,10,-,0.00
2016,3,24,"Rain , Thunderstorm",29,24,19,21,19,18,100,84,51,1018,1016,1014,10,10,8,24,11,-,0.00
2016,3,25,"Rain , Thunderstorm",29,24,20,22,20,18,100,86,55,1018,1016,1014,10,7,1,34,16,52,0.00
2016,3,26,Thunderstorm,29,24,20,21,20,18,100,78,58,1019,1017,1015,10,10,10,24,13,-,0.00
2016,3,27,"Rain , Thunderstorm",29,24,21,22,21,19,100,82,58,1020,1018,1016,10,10,10,19,10,52,0.00
2016,3,28,Thunderstorm,30,25,20,22,21,19,100,78,55,1020,1018,1016,10,10,6,21,8,-,0.00
2016,3,29,Thunderstorm,30,25,20,22,19,17,100,74,45,1021,1019,1017,10,10,7,21,10,-,0.00
2016,3,30,,30,25,20,22,19,17,100,73,45,1022,1020,1019,10,10,8,23,14,-,0.00
2016,3,31,"Rain , Thunderstorm",33,27,21,22,19,16,100,74,36,1022,1020,1018,10,9,6,24,11,-,0.00
2016,4,1,Thunderstorm,31,26,21,22,20,17,100,75,43,1021,1019,1016,10,9,5,23,13,-,0.00
2016,4,2,,31,24,19,20,18,16,100,70,40,1019,1017,1015,10,9,6,23,14,-,0.00
2016,4,3,,32,26,20,21,18,14,100,69,33,1019,1017,1016,10,9,3,23,13,27,0.00
2016,4,4,,30,26,21,20,18,17,94,69,45,1023,1020,1018,10,10,9,27,16,-,0.00
2016,4,5,,31,24,19,19,17,14,88,65,37,1023,1021,1019,10,10,10,24,16,-,0.00
2016,4,6,,30,24,18,19,17,14,100,66,37,1020,1018,1016,10,10,9,23,14,-,0.00
2016,4,7,,32,26,19,19,17,14,94,63,33,1017,1016,1014,10,8,6,13,10,-,0.00
2016,4,8,,32,26,19,21,17,14,83,63,33,1017,1015,1014,10,10,8,16,10,-,0.00
2016,4,9,,33,27,21,21,17,13,94,63,29,1017,1016,1014,10,9,6,14,11,-,0.00
2016,4,10,,34,27,21,20,18,13,94,64,29,1018,1016,1014,10,9,6,26,13,-,0.00
2016,4,11,,32,26,21,20,19,15,94,69,36,1019,1017,1016,10,9,6,26,16,-,0.00
2016,4,12,,32,26,21,21,18,15,94,68,36,1021,1019,1017,10,10,8,24,16,-,0.00
2016,4,13,,31,26,21,20,17,14,94,65,35,1020,1018,1017,10,9,8,27,18,-,0.00
2016,4,14,,32,26,20,20,17,14,94,63,33,1021,1018,1017,10,9,7,19,14,-,0.00
2016,4,15,,32,27,22,20,17,14,78,58,33,1021,1019,1017,10,10,8,19,11,-,0.00
2016,4,16,,32,26,21,20,16,13,83,58,31,1022,1019,1018,10,10,8,14,11,-,0.00
2016,4,17,,32,26,19,17,15,11,83,54,27,1023,1021,1019,10,8,5,21,13,-,0.00
2016,4,18,,32,26,19,18,16,13,88,59,33,1023,1020,1019,10,9,6,19,13,-,0.00
2016,4,19,,32,26,20,18,17,15,88,61,38,1021,1019,1018,10,10,10,21,13,-,0.00
2016,4,20,,32,26,21,19,16,12,83,57,29,1021,1018,1016,10,10,10,14,10,-,0.00
2016,4,21,,31,24,19,18,14,9,83,54,25,1020,1018,1016,10,10,10,21,11,-,0.00
2016,4,22,,32,26,19,19,15,12,78,57,29,1021,1018,1017,10,9,8,23,11,-,0.00
2016,4,23,,32,26,20,19,16,12,94,60,29,1019,1016,1014,10,10,8,23,16,-,0.00
2016,4,24,,32,26,19,17,15,12,88,57,29,1017,1015,1013,10,10,10,19,11,-,0.00
2016,4,25,,32,26,19,17,15,12,88,55,29,1015,1012,1010,10,10,10,24,11,-,0.00
2016,4,26,Rain,27,23,19,19,16,14,94,68,50,1014,1012,1010,10,10,10,34,16,42,0.00
2016,4,27,Rain,19,17,15,19,16,13,100,89,73,1021,1017,1013,10,10,7,24,14,-,0.00
2016,4,28,Fog,22,17,12,13,11,7,100,75,38,1022,1020,1018,10,9,5,24,10,-,0.00
2016,4,29,Rain,20,17,14,14,12,11,94,79,60,1020,1019,1017,10,9,7,24,18,-,0.00
2016,4,30,,22,17,12,13,11,8,100,74,41,1020,1018,1016,10,7,4,14,10,-,0.00
2016,5,1,,22,17,12,13,8,3,100,65,31,1023,1021,1019,10,9,8,23,13,-,0.00
2016,5,2,,26,18,10,13,8,3,94,60,23,1024,1021,1019,-,-,-,26,16,-,0.00
2016,5,3,,27,19,12,14,11,4,100,67,23,1023,1020,1018,9,6,3,24,18,-,0.00
2016,5,4,,27,20,14,15,13,9,100,68,32,1021,1020,1018,10,8,5,26,14,-,0.00
2016,5,5,,26,20,15,15,13,10,94,66,36,1023,1021,1019,10,8,5,24,18,-,0.00
2016,5,6,,28,21,15,16,13,10,100,67,32,1021,1020,1018,10,8,6,24,18,-,0.00
2016,5,7,Rain,26,21,17,17,16,13,100,73,44,1021,1020,1018,10,7,4,21,13,-,0.00
2016,5,8,Rain,25,21,18,17,17,15,94,78,54,1021,1019,1017,9,6,3,23,14,-,0.00
2016,5,9,Thunderstorm,28,22,17,17,16,14,100,74,45,1020,1018,1016,10,8,5,23,11,-,0.00
2016,5,10,Rain,23,20,17,18,16,15,100,81,61,1021,1019,1017,10,9,6,16,8,-,0.00
2016,5,11,,25,20,15,17,16,14,100,78,53,1022,1020,1018,10,9,5,16,6,-,0.00
2016,5,12,,24,20,17,17,15,14,94,76,53,1023,1021,1019,10,10,8,26,16,-,0.00
2016,5,13,,24,20,16,14,14,13,88,71,50,1023,1022,1020,10,10,10,32,18,-,0.00
2016,5,14,,25,20,15,14,13,12,88,69,47,1025,1022,1021,10,10,10,26,23,-,0.00
2016,5,15,,28,21,14,15,14,13,100,69,42,1021,1019,1017,10,10,10,26,18,-,0.00
2016,5,16,Thunderstorm,28,23,19,20,16,1,94,70,27,1019,1016,1013,10,10,10,37,18,-,0.00
2016,5,17,,25,20,16,19,16,8,100,76,34,1019,1017,1015,10,9,6,21,10,-,0.00
2016,5,18,Rain,18,16,14,17,15,12,100,95,73,1021,1019,1016,10,4,1,21,10,-,0.00
2016,5,19,Rain,19,17,16,17,16,14,100,93,78,1023,1022,1019,10,7,2,27,16,-,0.00
2016,5,20,Thunderstorm,27,21,16,17,16,14,94,76,54,1024,1022,1019,10,10,10,26,18,-,0.00
2016,5,21,"Rain , Thunderstorm",20,18,16,19,17,1,100,94,34,1025,1022,1020,10,9,3,40,18,64,0.00
2016,5,22,"Rain , Thunderstorm",27,21,15,20,18,15,100,86,54,1022,1019,1017,10,9,5,24,8,-,0.00
2016,5,23,"Rain , Thunderstorm",20,16,12,19,13,8,100,83,49,1026,1023,1019,10,8,2,29,14,-,0.00
2016,5,24,,21,14,9,19,10,7,100,76,49,1027,1026,1025,10,10,10,34,21,-,0.00
2016,5,25,,24,18,13,14,12,11,88,72,47,1026,1024,1021,10,10,10,32,24,48,0.00
2016,5,26,,25,19,14,16,13,11,100,75,44,1023,1021,1018,10,10,7,21,14,-,0.00
2016,5,27,,25,20,16,16,15,12,100,79,44,1022,1021,1019,10,7,3,23,16,-,0.00
2016,5,28,,25,20,16,16,15,14,94,75,50,1024,1022,1020,10,10,10,26,19,-,0.00
2016,5,29,Rain,20,18,15,17,15,13,100,88,68,1023,1020,1018,10,10,8,26,16,-,0.00
2016,5,30,"Rain , Thunderstorm",19,17,14,16,15,14,100,96,73,1020,1018,1017,10,8,4,24,6,-,0.00
2016,5,31,"Rain , Thunderstorm",25,20,16,19,17,15,100,89,54,1019,1017,1015,10,9,4,19,10,-,0.00
2016,6,1,"Fog , Rain , Thunderstorm",26,21,17,19,18,16,100,86,57,1018,1016,1012,10,9,2,26,6,45,0.00
2016,6,2,"Rain , Thunderstorm",24,20,17,19,17,15,100,89,57,1017,1015,1012,10,8,3,19,13,-,0.00
2016,6,3,Rain,20,18,17,19,18,17,100,99,88,1016,1015,1013,10,8,2,19,13,-,0.00
2016,6,4,"Rain , Thunderstorm",21,19,18,20,19,18,100,98,88,1017,1015,1014,10,6,2,13,5,-,0.00
2016,6,5,"Rain , Thunderstorm",23,20,18,21,19,2,100,94,28,1017,1015,1013,10,6,1,19,6,-,0.00
2016,6,6,"Rain , Thunderstorm",24,21,19,22,20,19,100,97,73,1017,1014,1012,10,7,1,23,8,24,0.00
2016,6,7,Rain,19,16,13,19,15,13,100,97,82,1020,1017,1015,10,7,1,19,13,-,0.00
2016,6,8,"Fog , Rain",18,14,10,15,11,9,100,86,56,1023,1021,1019,10,6,0,13,6,-,0.00
2016,6,9,,18,13,8,11,8,5,100,77,42,1025,1023,1021,10,8,5,19,8,-,0.00
2016,6,10,,18,12,7,9,7,5,100,76,42,1023,1022,1020,9,6,4,19,13,-,0.00
2016,6,11,,18,12,7,7,3,0,87,59,30,1026,1023,1022,-,-,-,21,13,-,0.00
2016,6,12,Fog,17,11,6,8,3,-2,100,66,27,1028,1026,1025,9,6,5,26,14,-,0.00
2016,6,13,,19,11,4,7,0,-6,76,51,20,1030,1028,1027,-,-,-,29,21,-,0.00
2016,6,14,,22,16,9,9,6,4,82,60,31,1030,1027,1025,-,-,-,24,19,-,0.00
2016,6,15,,24,17,11,12,9,8,82,64,38,1028,1026,1024,10,10,9,19,13,-,0.00
2016,6,16,,25,18,12,12,11,8,94,66,34,1026,1024,1022,7,6,5,14,11,-,0.00
2016,6,17,,26,19,13,12,11,9,94,64,34,1024,1022,1020,8,7,5,14,11,-,0.00
2016,6,18,,25,18,12,13,11,8,94,67,34,1024,1022,1020,6,6,5,34,13,-,0.00
2016,6,19,,25,19,13,13,12,10,100,73,39,1025,1023,1021,8,7,5,24,16,-,0.00
2016,6,20,,21,17,14,13,12,10,94,79,56,1025,1023,1021,10,5,2,45,21,-,0.00
2016,6,21,,19,16,13,11,11,10,82,74,60,1026,1024,1022,10,10,10,35,29,-,0.00
2016,6,22,,23,18,13,13,12,10,94,73,50,1024,1022,1020,10,10,10,23,16,-,0.00
2016,6,23,,24,19,14,14,12,11,94,71,47,1023,1022,1020,10,8,4,26,10,-,0.00
2016,6,24,,25,19,13,13,11,8,88,69,34,1025,1023,1022,9,8,5,27,21,-,0.00
2016,6,25,,24,18,13,12,12,10,94,70,41,1027,1025,1023,10,8,7,29,19,-,0.00
2016,6,26,,24,18,13,13,11,8,94,69,36,1028,1026,1025,10,7,5,29,18,-,0.00
2016,6,27,,24,18,12,11,9,6,94,64,31,1029,1027,1026,10,10,10,19,13,-,0.00
